Signature,NamePKO,Country,Year,Date2,Mandate_Renewal,Mandate_CompleteAdjustment,DisarmDemob_Monitor,DisarmDemob_Assist,DisarmDemob_Encouraged,DisarmDemob_Security,Reintegration_Monitor,Reintegration_Assist,Reintegration_Security,Reintegration_Encouraged,ControlSALW_Monitor,ControlSALW_Assist,ControlSALW_Encouraged,ControlSALW_Security,ArmsEmbargo_Monitor,ArmsEmbargo_Assist,ArmsEmbargo_Encouraged,ArmsEmbargo_Security,CivProtect_Monitor,CivProtect_Assist,CivProtect_Security,CivProtect_Encouraged,HumanRights_Monitor,HumanRights_Assist,HumanRights_Encouraged,HumanRights_Security,ChildRights_Monitor,ChildRights_Assist,ChildRights_Encouraged,ChildRights_Security,SGBViolence_Monitor,SGBViolence_Assist,SGBViolence_Encouraged,SGBViolence_Security,PoliceReform_Monitor,PoliceReform_Assist,PoliceReform_Encouraged,PoliceReform_Security,MilitaryReform_Monitor,MilitaryReform_Assist,MilitaryReform_Encouraged,MilitaryReform_Security,Demil_Monitor,Demil_Assist,Demil_Security,Demil_Encouraged,OffensOper_Assist,OffensOper_Security,OffensOper_Monitor,OffensOper_Encouraged,JusticeReform_Monitor,JusticeReform_Assist,JusticeReform_Encouraged,JusticeReform_Security,TransJustice_Monitor,TransJustice_Assist,TransJustice_Encouraged,TransJustice_Security,CorrectionsReform_Monitor,CorrectionsReform_Assist,CorrectionsReform_Encouraged,CorrectionsReform_Security,BorderControl_Monitor,BorderControl_Assist,BorderControl_Encouraged,BorderControl_Security,Demining_Monitor,Demining_Assist,Demining_Encouraged,Demining_Security,Resources_Monitor,Resources_Assist,Resources_Security,Resources_Encouraged,StateAuthority_Monitor,StateAuthority_Assist,StateAuthority_Encouraged,StateAuthority_Security,Democratization_Monitor,Democratization_Assist,Democratization_Encouraged,Democratization_Security,ElectSec_Monitor,ElectSec_Assist,ElectSec_Encouraged,ElectAssist_Monitor,ElectAssist_Assist,ElectAssist_Encouraged,ElectAssist_Security,VoterEducation_Monitor,VoterEducation_Assist,VoterEducation_Security,VoterEducation_Encouraged,PolPartyAssist_Monitor,PolPartyAssist_Assist,PolPartyAssist_Encouraged,PolPartyAssist_Security,CivilSociety_Monitor,CivilSociety_Assist,CivilSociety_Security,CivilSociety_Encouraged,Media_Monitor,Media_Assist,Media_Encouraged,Media_Security,PublicInfo_Assist,PublicInfo_Encouraged,PublicInfo_Monitor,PublicInfo_Security,PowerSharing_Monitor,PowerSharing_Assist,PowerSharing_Encouraged,PowerSharing_Security,Reconcil_Monitor,Reconcil_Assist,Reconcil_Encouraged,Reconcil_Security,LocalReconcil_Monitor,LocalReconcil_Assist,LocalReconcil_Encouraged,LocalReconcil_Security,RegReconcil_Monitor,RegReconcil_Assist,RegReconcil_Encouraged,RegReconcil_Security,EcDevelop_Monitor,EcDevelop_Assist,EcDevelop_Encouraged,EcDevelop_Security,HumanRelief_Monitor,HumanRelief_Assist,HumanRelief_Encouraged,HumanRelief_Security,PublicHealth_Monitor,PublicHealth_Assist,PublicHealth_Encouraged,PublicHealth_Security,RefugeeIDPs_Monitor,RefugeeIDPs_Assist,RefugeeIDPs_Encouraged,RefugeeIDPs_Security,Gender_Monitor,Gender_Assist,Gender_Encouraged,Gender_Security,LegalReform_Monitor,LegalReform_Assist,LegalReform_Encouraged,LegalReform_Security,Ceasefire_Monitor,Ceasefire_Assist,Ceasefire_Encouraged,Ceasefire_Security,PeaceProcess_Monitor,PeaceProcess_Assist,PeaceProcess_Encouraged,PeaceProcess_Security,CulturalHeritage_Assist,CulturalHeritage_Security,CulturalHeritage_Monitor,CulturalHeritage_Encouraged,UseOfForce,Comments
S/RES/905,UNMIH,Haiti,1994,23-Mar-94,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/933,UNMIH,Haiti,1994,30-Jun-94,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b,,,,9b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/940,UNMIH,Haiti,1994,31-Jul-94,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a,,,,9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/975,UNMIH,Haiti,1995,30-Jan-95,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1007,UNMIH,Haiti,1995,31-Jul-95,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1048,UNMIH,Haiti,1996,29-Feb-96,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1063,UNSMIH,Haiti,1996,28-Jun-96,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1085,UNSMIH,Haiti,1996,29-Nov-96,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1086,UNSMIH,Haiti,1996,05-Dec-96,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1123,UNTMIH,Haiti,1997,30-Jul-97,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
S/RES/1141,MIPONUH,Haiti,1997,28-Nov-97,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
S/RES/1212,MIPONUH,Haiti,1998,25-Nov-98,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1277,MIPONUH,Haiti,1999,30-Nov-99,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1542,MINUSTAH,Haiti,2004,30-Apr-04,0,0,, 7 I c),,,, 7 I c),,,, 7 I c),,,,,,,,,7 I f),,7 III b),7 III a),,,,"7 III a), 9",,,,,,,,7 I b),,,,,,,, 7 I a),,,,,,,,8 b),,,,,,,,7 I d),,,,,,,,,,,,,,,,"7 I d), 7 II d)",,,,7 II a),,,,,,,7 II c),,,,,,,,,,,,,,,,,,,,,,,,,,,,7 II b),,,,,,,,,,,,,,,,9,,,,,,,7 III b),,,,,"7 I b), 7 II c), 9",,,,7 II a),,,,,,,,,,,,,,,,
S/RES/1576,MINUSTAH,Haiti,2004,29-Nov-04,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1601,MINUSTAH,Haiti,2005,31-May-05,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1608,MINUSTAH,Haiti,2005,22-Jun-05,1,0,,,,12,,,,12,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1658,MINUSTAH,Haiti,2006,14-Feb-06,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p2,,,,,,,,,,,,,,,,,p2,,,,,,,,p2,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1702,MINUSTAH,Haiti,2006,15-Aug-06,1,0,,11,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,p1,,,12,,,,,,,,,,,,,,,,14,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,
S/RES/1743,MINUSTAH,Haiti,2007,15-Feb-07,1,0,,10,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"7, 13, 14",,,,,,,,,,,,,,,,14,,,,,,,,14,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,10,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1780 ,MINUSTAH,Haiti,2007,15-Oct-07,1,0,,15,,,,15,,,,15,,,,,,,,,,,,,16,,,17,,,,,,,,"7, 8",16,,,,,,,,,,,,,,,14,,,,,,,,17,16,,,10,"9, 11",,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,14,,,,,,,,,,,,,,,,
S/RES/1840,MINUSTAH,Haiti,2008,14-Oct-08,1,0,,19,,,,19,,,,19,,,,,,,,,,,,,20,,,21,,,,,,,,"9, 10",20,,,,,,,,,,,,,,,17,,,,,,,,18,20,,,12,"11, 14",,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,23,,,,,,,,,,,,,,,21,,,,17,,,,,,,,,,,,,,,,
S/RES/1892,MINUSTAH,Haiti,2009,13-Oct-09,1,0,,17,,,,17,,,,"11, 17",,,,,,,,,,,,19,18,,,"13, 19",,,,,,,10,"10, 11",,,,,,,,,,,,,,,,15,,,,,,,,15,,16,,,12,,,,,,,,,,,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,13,21,,,,,,,,,,,,,,,,,,,"15, 17",,,,,,,,,,,,,,,,
S/RES/1908 ,MINUSTAH,Haiti,2010,19-Jan-10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1927 ,MINUSTAH,Haiti,2010,04-Jun-10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1944 ,MINUSTAH,Haiti,2010,14-Oct-10,1,0,,,,,,16,,,,19,,,,,,,,,,12,,,16,,,,"12,  13, 14",,,,12,,,"10, 19","10, 16",,,,,,,,,,,,,,,,3,,,,,,,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4?,,,,,,,,,,,,,,,,,,,,,,,18,"3, 12",,,,"12, 14",,,,,,,,,,,,,,,,,,,
S/RES/2012,MINUSTAH,Haiti,2011,14-Oct-11,1,0,,,,,,20,,,,21,,,,,,,,,,15,,,18,,,,"11, 15, 16",,,,15,,,"9, 21","5, 9, 15",,,,5,,,,,,,,,,,,4,,,,,,,9,,,,,,,,,,,,,,,,,5,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,"4, 15",,,,"15, 16",,,,,,,,,,,,,,,,,,,
S/RES/2070,MINUSTAH,Haiti,2012,12-Oct-12,1,0,,,,,,22,,,,23,,,,,,,,,,6,,,20,,,,"6, 14, 18",,,,,,,"13, 23","6, 7, 10, 20",,,,7,,,,,,,,,,,,"5, 20",,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,"5, 6",,,22,"6, 18",,,,,,,,,,,,,,,,,,,
S/RES/2119,MINUSTAH,Haiti,2013,10-Oct-13,1,0,,,,,,23,,,,24,,,,,,,,,,19,,,21,,,,"13, 18, 19",,,,,,,"10, 12, 24","19, 21",,,,,,,,,,,,,,,,21,,,,,,,"10, 12",,,,,,,,,,,,,,,,,5,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,19,,,23,"18, 19",,,,,,,,,,,,,,,,,,,
S/RES/2313,MINUSTAH,Haiti,2016,13-Oct-16,1,0,,,,,,29,,,,34,21,,,,,,,,,30,,,32,,,,"21, 28, 30",,,,,,,"17, 20, 34","30, 32",,,,,,,,,,,,,,,,32,,,,,,,"17, 20",,,,,20,,,,,,,,,,,,10,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,30,,,29,"28, 30",,,,,,,,,,,,,,,,,,,
S/RES/2410 (2018),MINUJUSTH,Haiti,2018,04-Oct-18,1,0,,,,,,7,,,,,,,,,,,,,15,,1,,11,,,,,,,,,,,"1, 7",11,,,,,,,,,,,,,,,"1, 7",11,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,14,,,,,
S/RES/2410,MINUJUSTH,Haiti,2018,04-Oct-18,1,0,,,,,,,,,,,,,,,,,,,15,,1,1,11,,,,,,,,,,,"1, 7",,,,,,,,,,,,,,,,"1, 7",,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,17,,,7,,,,,,,,,,,,,,,14,
S/RES/2466,MINUJUSTH,Haiti,2019,04-Dec-19,1,0,,,,,,,,,,,,,,,,,,,10,,6,6,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,9,
S/RES/2466 (2019),MINUJUSTH,Haiti,2019,04-Dec-19,1,0,,,,,,,,,,,,,,,,,,,10,,,,6,,,,,,,,,,,,6,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
S/RES/2350,MINUJUSTH,Haiti,2017,,0,0,,,,,,,,,,,,,,,,,,,13,,6,6,,,,,,,,,,,,6,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,11,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,12,
S/RES/2180,MINUSTAH,Haiti,2014,,1,0,,,,,,21,,,,26,15,,,,,,,,,22,,,24,,,21,"15, 20, 22",,,,,,,"12, 14, 26","22, 24",,,,,,,,,,,,,,,,24,,,,,,,"12, 14",,,,,15,,,,,,,,,,,,6,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,22,,,21,"20, 22",,,,,,,,,,,,,,,,,,,
S/RES/2243,MINUSTAH,Haiti,2015,,1,0,,,,,,26,,,,31,19,,,,,,,,,27,,,29,,,16,"19, 25, 27",,,,,,,"16, 18, 31","27, 29",,,,,,,,,,,,,,,,29,,,,,,,"16, 18",,,,,19,,,,,,,,,,,,9,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16, 26",27,,,26,"25,27",,,,,,,,,,,,,,,,,,,
S/RES/2350 (2017),MINUJUSTH,Haiti,2017,,0,0,,,,,,11,,,,,,,,,,,,,13,,6,,,,,,,,,,,,,"6, 8, 9, 10",,,,,,,,,,,,,,,,6,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,
S/RES/983,UNPREDEP,Serbia,1995,31-Mar-95,0,0,,,,,,,,,,85,,,,,,,,85,85,85,,85,,,,,,,,,,,,,,,,,,,85,85,85,,,,,,,,,,,,,,,,,,,85,,,85,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,85,85,,85,,,,,,85,,85,,,,,,,,,85,,,,,85,,,,,,,85,S/1995/222
S/RES/1027,UNPREDEP,Serbia,1995,30-Nov-95,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1046,UNPREDEP,Serbia,1996,15-Jan-96,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1058,UNPREDEP,Serbia,1996,30-May-96,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1082,UNPREDEP,Serbia,1996,27-Nov-96,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1105,UNPREDEP,Serbia,1997,09-Apr-97,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1110,UNPREDEP,Serbia,1997,28-May-97,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1140,UNPREDEP,Serbia,1997,28-Nov-97,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1142,UNPREDEP,Serbia,1997,04-Dec-97,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1186,UNPREDEP,Serbia,1998,21-Jul-98,1,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/968,UNMOT,Tajikistan,1994,16-Dec-94,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e,,,,,,,,,,,,,,,,2f,,,,,,,,,,,,,,,,,,,"2a, 2b",2c,,,,,,,,,,,,
S/RES/999,UNMOT,Tajikistan,1995,16-Jun-95,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
S/RES/1030,UNMOT,Tajikistan,1995,14-Dec-95,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
S/RES/1061,UNMOT,Tajikistan,1996,14-Jun-96,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
S/RES/1089,UNMOT,Tajikistan,1996,13-Dec-96,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,
S/RES/1099,UNMOT,Tajikistan,1997,14-Mar-97,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1113,UNMOT,Tajikistan,1997,12-Jun-97,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1128,UNMOT,Tajikistan,1997,12-Sep-97,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1138,UNMOT,Tajikistan,1997,14-Nov-97,1,1,6 e,,,,6 e,6 f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 b,,,,,,,,,,,,,,,,,,,,,,,,6 a ? (refers to peace agreement),,,,6 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 d ,6 d,,,,,,,,,,,,
S/RES/1167,UNMOT,Tajikistan,1998,14-May-98,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
